Plot,Corner,Species,Row,Column,TP_ID,Add_Year,Obs_Date,Germ.binom
3,NE,BLUE,3,I,20203BLUENE3I,2020,2020-07-31,1
3,NE,BLUE,4,A,20203BLUENE4A,2020,2020-07-31,1
3,NE,BLUE,4,G,20203BLUENE4G,2020,2020-07-31,1
3,NE,BLUE,4,H,20203BLUENE4H,2020,2020-07-31,1
3,NE,BLUE,4,J,20203BLUENE4J,2020,2020-07-31,1
3,NE,BLUE,5,D,20203BLUENE5D,2020,2020-07-31,1
3,NE,BLUE,5,E,20203BLUENE5E,2020,2020-07-31,1
3,NE,BLUE,5,I,20203BLUENE5I,2020,2020-07-31,1
3,NE,BLACK,1,H,20203BLACKNE1H,2020,2020-07-31,1
3,NE,BLACK,3,A,20203BLACKNE3A,2020,2020-07-31,1
3,SW,BLUE,1,B,20203BLUESW1B,2020,2020-07-31,1
3,SW,BLUE,2,E,20203BLUESW2E,2020,2020-07-31,1
3,SW,BLUE,3,C,20203BLUESW3C,2020,2020-07-31,1
3,SW,BLUE,3,H,20203BLUESW3H,2020,2020-07-31,1
3,SW,BLUE,4,C,20203BLUESW4C,2020,2020-07-31,1
3,SW,BLUE,4,E,20203BLUESW4E,2020,2020-07-31,1
3,SW,BLUE,4,H,20203BLUESW4H,2020,2020-07-31,1
3,SW,BLUE,4,J,20203BLUESW4J,2020,2020-07-31,1
3,SW,BLUE,5,F,20203BLUESW5F,2020,2020-07-31,1
3,SW,BLUE,5,J,20203BLUESW5J,2020,2020-07-31,1
3,SW,BLACK,1,E,20203BLACKSW1E,2020,2020-07-31,1
3,SW,BLACK,1,I,20203BLACKSW1I,2020,2020-07-31,1
3,SW,BLACK,2,A,20203BLACKSW2A,2020,2020-07-31,1
3,SW,BLACK,2,D,20203BLACKSW2D,2020,2020-07-31,1
3,SW,BLACK,2,F,20203BLACKSW2F,2020,2020-07-31,1
3,SW,BLACK,2,J,20203BLACKSW2J,2020,2020-07-31,1
3,SW,BLACK,3,A,20203BLACKSW3A,2020,2020-07-31,1
3,SW,BLACK,3,B,20203BLACKSW3B,2020,2020-07-31,1
4,NE,BLUE,4,J,20204BLUENE4J,2020,2020-07-31,1
4,NE,BLUE,5,G,20204BLUENE5G,2020,2020-07-31,1
4,SW,BLUE,1,I,20204BLUESW1I,2020,2020-07-31,1
4,SW,BLUE,4,A,20204BLUESW4A,2020,2020-07-31,1
5,NE,BLACK,1,D,20205BLACKNE1D,2020,2020-07-31,1
5,NE,BLACK,2,B,20205BLACKNE2B,2020,2020-07-31,1
5,NE,BLACK,2,D,20205BLACKNE2D,2020,2020-07-31,1
5,NE,BLACK,2,F,20205BLACKNE2F,2020,2020-07-31,1
5,NE,BLACK,2,G,20205BLACKNE2G,2020,2020-07-31,1
5,NE,BLACK,3,C,20205BLACKNE3C,2020,2020-07-31,1
5,NE,BLACK,3,I,20205BLACKNE3I,2020,2020-07-31,1
5,NE,BLACK,3,J,20205BLACKNE3J,2020,2020-07-31,1
5,NE,BLUE,1,B,20205BLUENE1B,2020,2020-07-31,1
5,NE,BLUE,2,E,20205BLUENE2E,2020,2020-07-31,1
5,SW,BLUE,3,B,20205BLUESW3B,2020,2020-07-31,1
5,SW,BLUE,3,H,20205BLUESW3H,2020,2020-07-31,1
5,SW,BLACK,1,I,20205BLACKSW1I,2020,2020-07-31,1
5,SW,BLACK,2,D,20205BLACKSW2D,2020,2020-07-31,1
5,SW,BLACK,2,J,20205BLACKSW2J,2020,2020-07-31,1
6,SW,BLUE,3,G,20206BLUESW3G,2020,2020-07-31,1
6,SW,BLACK,3,D,20206BLACKSW3D,2020,2020-07-31,1
6,SW,BLACK,3,F,20206BLACKSW3F,2020,2020-07-31,1
7,NE,BLUE,3,E,20207BLUENE3E,2020,2020-07-31,1
7,SW,BLUE,2,D,20207BLUESW2D,2020,2020-07-31,1
7,SW,BLUE,5,C,20207BLUESW5C,2020,2020-07-31,1
7,SW,BLACK,1,F,20207BLACKSW1F,2020,2020-07-31,1
7,SW,BLACK,2,H,20207BLACKSW2H,2020,2020-07-31,1
8,NE,BLUE,2,F,20208BLUENE2F,2020,2020-07-31,1
8,NE,BLUE,4,F,20208BLUENE4F,2020,2020-07-31,1
8,NE,BLUE,4,G,20208BLUENE4G,2020,2020-07-31,1
8,NE,BLUE,4,H,20208BLUENE4H,2020,2020-07-31,1
8,NE,BLUE,4,I,20208BLUENE4I,2020,2020-07-31,1
8,NE,BLUE,5,B,20208BLUENE5B,2020,2020-07-31,1
8,NE,BLUE,5,C,20208BLUENE5C,2020,2020-07-31,1
8,NE,BLUE,5,D,20208BLUENE5D,2020,2020-07-31,1
8,NE,BLUE,5,F,20208BLUENE5F,2020,2020-07-31,1
8,NE,BLUE,5,G,20208BLUENE5G,2020,2020-07-31,1
8,NE,BLUE,5,H,20208BLUENE5H,2020,2020-07-31,1
8,NE,BLACK,1,A,20208BLACKNE1A,2020,2020-07-31,1
8,NE,BLACK,1,B,20208BLACKNE1B,2020,2020-07-31,1
8,NE,BLACK,1,C,20208BLACKNE1C,2020,2020-07-31,1
8,NE,BLACK,2,D,20208BLACKNE2D,2020,2020-07-31,1
8,NE,BLACK,2,F,20208BLACKNE2F,2020,2020-07-31,1
8,NE,BLACK,3,A,20208BLACKNE3A,2020,2020-07-31,1
8,NE,BLACK,3,C,20208BLACKNE3C,2020,2020-07-31,1
8,SW,BLUE,1,B,20208BLUESW1B,2020,2020-07-31,1
8,SW,BLUE,1,C,20208BLUESW1C,2020,2020-07-31,1
8,SW,BLUE,1,D,20208BLUESW1D,2020,2020-07-31,1
8,SW,BLUE,1,F,20208BLUESW1F,2020,2020-07-31,1
8,SW,BLUE,1,I,20208BLUESW1I,2020,2020-07-31,1
8,SW,BLUE,1,J,20208BLUESW1J,2020,2020-07-31,1
8,SW,BLUE,2,A,20208BLUESW2A,2020,2020-07-31,1
8,SW,BLUE,2,B,20208BLUESW2B,2020,2020-07-31,1
8,SW,BLUE,2,E,20208BLUESW2E,2020,2020-07-31,1
8,SW,BLUE,2,F,20208BLUESW2F,2020,2020-07-31,1
8,SW,BLUE,2,H,20208BLUESW2H,2020,2020-07-31,1
8,SW,BLUE,2,J,20208BLUESW2J,2020,2020-07-31,1
8,SW,BLUE,3,C,20208BLUESW3C,2020,2020-07-31,1
8,SW,BLUE,3,G,20208BLUESW3G,2020,2020-07-31,1
8,SW,BLUE,3,J,20208BLUESW3J,2020,2020-07-31,1
8,SW,BLUE,4,E,20208BLUESW4E,2020,2020-07-31,1
8,SW,BLUE,4,F,20208BLUESW4F,2020,2020-07-31,1
8,SW,BLUE,4,J,20208BLUESW4J,2020,2020-07-31,1
8,SW,BLUE,5,A,20208BLUESW5A,2020,2020-07-31,1
8,SW,BLUE,5,D,20208BLUESW5D,2020,2020-07-31,1
8,SW,BLUE,5,G,20208BLUESW5G,2020,2020-07-31,1
8,SW,BLUE,5,I,20208BLUESW5I,2020,2020-07-31,1
8,SW,BLUE,5,J,20208BLUESW5J,2020,2020-07-31,1
8,SW,BLACK,1,B,20208BLACKSW1B,2020,2020-07-31,1
8,SW,BLACK,1,C,20208BLACKSW1C,2020,2020-07-31,1
8,SW,BLACK,1,D,20208BLACKSW1D,2020,2020-07-31,1
8,SW,BLACK,1,E,20208BLACKSW1E,2020,2020-07-31,1
8,SW,BLACK,1,F,20208BLACKSW1F,2020,2020-07-31,1
8,SW,BLACK,1,G,20208BLACKSW1G,2020,2020-07-31,1
8,SW,BLACK,1,H,20208BLACKSW1H,2020,2020-07-31,1
8,SW,BLACK,1,I,20208BLACKSW1I,2020,2020-07-31,1
8,SW,BLACK,1,J,20208BLACKSW1J,2020,2020-07-31,1
8,SW,BLACK,2,A,20208BLACKSW2A,2020,2020-07-31,1
8,SW,BLACK,2,F,20208BLACKSW2F,2020,2020-07-31,1
8,SW,BLACK,2,G,20208BLACKSW2G,2020,2020-07-31,1
8,SW,BLACK,2,H,20208BLACKSW2H,2020,2020-07-31,1
8,SW,BLACK,2,I,20208BLACKSW2I,2020,2020-07-31,1
8,SW,BLACK,3,B,20208BLACKSW3B,2020,2020-07-31,1
8,SW,BLACK,3,C,20208BLACKSW3C,2020,2020-07-31,1
8,SW,BLACK,3,D,20208BLACKSW3D,2020,2020-07-31,1
8,SW,BLACK,3,E,20208BLACKSW3E,2020,2020-07-31,1
9,NE,BLUE,1,G,20209BLUENE1G,2020,2020-07-31,1
9,NE,BLUE,4,A,20209BLUENE4A,2020,2020-07-31,1
9,NE,BLUE,4,H,20209BLUENE4H,2020,2020-07-31,1
9,NE,BLUE,4,J,20209BLUENE4J,2020,2020-07-31,1
9,NE,BLUE,5,F,20209BLUENE5F,2020,2020-07-31,1
9,NE,BLACK,1,B,20209BLACKNE1B,2020,2020-07-31,1
9,NE,BLACK,1,F,20209BLACKNE1F,2020,2020-07-31,1
9,NE,BLACK,1,G,20209BLACKNE1G,2020,2020-07-31,1
9,SW,BLUE,1,D,20209BLUESW1D,2020,2020-07-31,1
9,SW,BLUE,4,D,20209BLUESW4D,2020,2020-07-31,1
9,SW,BLUE,5,B,20209BLUESW5B,2020,2020-07-31,1
9,SW,BLACK,2,I,20209BLACKSW2I,2020,2020-07-31,1
10,NE,BLACK,1,A,202010BLACKNE1A,2020,2020-07-31,1
10,NE,BLACK,1,E,202010BLACKNE1E,2020,2020-07-31,1
10,NE,BLACK,2,E,202010BLACKNE2E,2020,2020-07-31,1
10,NE,BLACK,3,A,202010BLACKNE3A,2020,2020-07-31,1
10,NE,BLUE,1,E,202010BLUENE1E,2020,2020-07-31,1
10,NE,BLUE,1,F,202010BLUENE1F,2020,2020-07-31,1
10,NE,BLUE,1,H,202010BLUENE1H,2020,2020-07-31,1
10,NE,BLUE,3,A,202010BLUENE3A,2020,2020-07-31,1
10,NE,BLUE,5,C,202010BLUENE5C,2020,2020-07-31,1
10,SW,BLACK,1,B,202010BLACKSW1B,2020,2020-07-31,1
10,SW,BLACK,1,C,202010BLACKSW1C,2020,2020-07-31,1
10,SW,BLACK,1,D,202010BLACKSW1D,2020,2020-07-31,1
10,SW,BLACK,1,E,202010BLACKSW1E,2020,2020-07-31,1
10,SW,BLACK,1,J,202010BLACKSW1J,2020,2020-07-31,1
10,SW,BLACK,2,C,202010BLACKSW2C,2020,2020-07-31,1
10,SW,BLACK,2,I,202010BLACKSW2I,2020,2020-07-31,1
10,SW,BLACK,2,J,202010BLACKSW2J,2020,2020-07-31,1
10,SW,BLACK,3,F,202010BLACKSW3F,2020,2020-07-31,1
10,SW,BLUE,2,B,202010BLUESW2B,2020,2020-07-31,1
10,SW,BLUE,3,C,202010BLUESW3C,2020,2020-07-31,1
10,SW,BLUE,5,C,202010BLUESW5C,2020,2020-07-31,1
10,SW,BLUE,5,F,202010BLUESW5F,2020,2020-07-31,1
10,SW,BLUE,5,H,202010BLUESW5H,2020,2020-07-31,1
10,SW,BLUE,5,I,202010BLUESW5I,2020,2020-07-31,1
11,NE,BLUE,2,G,202011BLUENE2G,2020,2020-07-31,1
11,NE,BLUE,3,H,202011BLUENE3H,2020,2020-07-31,1
11,NE,BLUE,5,G,202011BLUENE5G,2020,2020-07-31,1
11,NE,BLACK,1,A,202011BLACKNE1A,2020,2020-07-31,1
11,SW,BLACK,1,E,202011BLACKSW1E,2020,2020-07-31,1
11,SW,BLACK,2,E,202011BLACKSW2E,2020,2020-07-31,1
11,SW,BLACK,2,H,202011BLACKSW2H,2020,2020-07-31,1
11,SW,BLUE,4,B,202011BLUESW4B,2020,2020-07-31,1
11,SW,BLUE,4,F,202011BLUESW4F,2020,2020-07-31,1
11,SW,BLUE,4,I,202011BLUESW4I,2020,2020-07-31,1
11,SW,BLUE,5,A,202011BLUESW5A,2020,2020-07-31,1
11,SW,BLUE,5,B,202011BLUESW5B,2020,2020-07-31,1
11,SW,BLUE,5,H,202011BLUESW5H,2020,2020-07-31,1
12,NE,BLACK,1,G,202012BLACKNE1G,2020,2020-07-31,1
12,NE,BLACK,1,I,202012BLACKNE1I,2020,2020-07-31,1
12,NE,BLACK,3,A,202012BLACKNE3A,2020,2020-07-31,1
12,NE,BLACK,3,B,202012BLACKNE3B,2020,2020-07-31,1
12,NE,BLUE,1,B,202012BLUENE1B,2020,2020-07-31,1
12,NE,BLUE,1,G,202012BLUENE1G,2020,2020-07-31,1
12,NE,BLUE,3,D,202012BLUENE3D,2020,2020-07-31,1
12,NE,BLUE,4,B,202012BLUENE4B,2020,2020-07-31,1
12,NE,BLUE,4,H,202012BLUENE4H,2020,2020-07-31,1
12,NE,BLUE,5,E,202012BLUENE5E,2020,2020-07-31,1
12,NE,BLUE,5,F,202012BLUENE5F,2020,2020-07-31,1
12,NE,BLUE,5,G,202012BLUENE5G,2020,2020-07-31,1
12,NE,BLUE,5,H,202012BLUENE5H,2020,2020-07-31,1
12,NE,BLUE,5,J,202012BLUENE5J,2020,2020-07-31,1
12,SW,BLACK,1,B,202012BLACKSW1B,2020,2020-07-31,1
12,SW,BLACK,1,C,202012BLACKSW1C,2020,2020-07-31,1
12,SW,BLACK,1,F,202012BLACKSW1F,2020,2020-07-31,1
12,SW,BLACK,1,H,202012BLACKSW1H,2020,2020-07-31,1
12,SW,BLACK,2,B,202012BLACKSW2B,2020,2020-07-31,1
12,SW,BLACK,2,D,202012BLACKSW2D,2020,2020-07-31,1
12,SW,BLACK,2,E,202012BLACKSW2E,2020,2020-07-31,1
12,SW,BLACK,2,I,202012BLACKSW2I,2020,2020-07-31,1
12,SW,BLACK,3,D,202012BLACKSW3D,2020,2020-07-31,1
12,SW,BLACK,3,E,202012BLACKSW3E,2020,2020-07-31,1
12,SW,BLUE,1,B,202012BLUESW1B,2020,2020-07-31,1
12,SW,BLUE,1,C,202012BLUESW1C,2020,2020-07-31,1
12,SW,BLUE,1,J,202012BLUESW1J,2020,2020-07-31,1
12,SW,BLUE,2,A,202012BLUESW2A,2020,2020-07-31,1
12,SW,BLUE,2,B,202012BLUESW2B,2020,2020-07-31,1
12,SW,BLUE,2,F,202012BLUESW2F,2020,2020-07-31,1
12,SW,BLUE,2,G,202012BLUESW2G,2020,2020-07-31,1
12,SW,BLUE,2,H,202012BLUESW2H,2020,2020-07-31,1
12,SW,BLUE,3,E,202012BLUESW3E,2020,2020-07-31,1
12,SW,BLUE,3,I,202012BLUESW3I,2020,2020-07-31,1
12,SW,BLUE,4,E,202012BLUESW4E,2020,2020-07-31,1
12,SW,BLUE,4,H,202012BLUESW4H,2020,2020-07-31,1
13,NE,BLUE,1,D,202013BLUENE1D,2020,2020-07-31,1
13,NE,BLUE,1,E,202013BLUENE1E,2020,2020-07-31,1
13,NE,BLUE,1,F,202013BLUENE1F,2020,2020-07-31,1
13,NE,BLUE,2,F,202013BLUENE2F,2020,2020-07-31,1
13,NE,BLUE,3,I,202013BLUENE3I,2020,2020-07-31,1
13,NE,BLACK,1,E,202013BLACKNE1E,2020,2020-07-31,1
13,NE,BLACK,1,F,202013BLACKNE1F,2020,2020-07-31,1
13,NE,BLACK,1,G,202013BLACKNE1G,2020,2020-07-31,1
13,NE,BLACK,1,J,202013BLACKNE1J,2020,2020-07-31,1
13,NE,BLACK,2,B,202013BLACKNE2B,2020,2020-07-31,1
13,NE,BLACK,2,H,202013BLACKNE2H,2020,2020-07-31,1
13,NE,BLACK,2,I,202013BLACKNE2I,2020,2020-07-31,1
13,NE,BLACK,3,C,202013BLACKNE3C,2020,2020-07-31,1
13,NE,BLACK,3,D,202013BLACKNE3D,2020,2020-07-31,1
13,NE,BLACK,3,E,202013BLACKNE3E,2020,2020-07-31,1
13,SW,BLACK,1,E,202013BLACKSW1E,2020,2020-07-31,1
13,SW,BLACK,2,B,202013BLACKSW2B,2020,2020-07-31,1
13,SW,BLACK,2,C,202013BLACKSW2C,2020,2020-07-31,1
13,SW,BLACK,2,G,202013BLACKSW2G,2020,2020-07-31,1
13,SW,BLACK,2,J,202013BLACKSW2J,2020,2020-07-31,1
13,SW,BLUE,3,H,202013BLUESW3H,2020,2020-07-31,1
13,SW,BLUE,3,J,202013BLUESW3J,2020,2020-07-31,1
13,SW,BLUE,4,G,202013BLUESW4G,2020,2020-07-31,1
13,SW,BLUE,5,E,202013BLUESW5E,2020,2020-07-31,1
13,SW,BLUE,5,G,202013BLUESW5G,2020,2020-07-31,1
13,SW,BLUE,5,J,202013BLUESW5J,2020,2020-07-31,1
14,NE,BLACK,1,A,202014BLACKNE1A,2020,2020-07-31,1
14,NE,BLACK,1,B,202014BLACKNE1B,2020,2020-07-31,1
14,NE,BLACK,1,E,202014BLACKNE1E,2020,2020-07-31,1
14,NE,BLACK,1,G,202014BLACKNE1G,2020,2020-07-31,1
14,NE,BLACK,1,J,202014BLACKNE1J,2020,2020-07-31,1
14,NE,BLACK,2,C,202014BLACKNE2C,2020,2020-07-31,1
14,NE,BLACK,2,G,202014BLACKNE2G,2020,2020-07-31,1
14,NE,BLACK,2,I,202014BLACKNE2I,2020,2020-07-31,1
14,NE,BLACK,2,J,202014BLACKNE2J,2020,2020-07-31,1
14,NE,BLACK,3,B,202014BLACKNE3B,2020,2020-07-31,1
14,NE,BLACK,3,C,202014BLACKNE3C,2020,2020-07-31,1
14,NE,BLACK,3,D,202014BLACKNE3D,2020,2020-07-31,1
14,NE,BLUE,3,C,202014BLUENE3C,2020,2020-07-31,1
14,NE,BLUE,3,F,202014BLUENE3F,2020,2020-07-31,1
14,NE,BLUE,4,D,202014BLUENE4D,2020,2020-07-31,1
14,NE,BLUE,5,B,202014BLUENE5B,2020,2020-07-31,1
14,NE,BLUE,5,J,202014BLUENE5J,2020,2020-07-31,1
14,SW,BLUE,1,D,202014BLUESW1D,2020,2020-07-31,1
14,SW,BLUE,1,E,202014BLUESW1E,2020,2020-07-31,1
14,SW,BLUE,1,F,202014BLUESW1F,2020,2020-07-31,1
14,SW,BLUE,1,G,202014BLUESW1G,2020,2020-07-31,1
14,SW,BLUE,1,H,202014BLUESW1H,2020,2020-07-31,1
14,SW,BLUE,1,I,202014BLUESW1I,2020,2020-07-31,1
14,SW,BLUE,2,G,202014BLUESW2G,2020,2020-07-31,1
14,SW,BLUE,3,C,202014BLUESW3C,2020,2020-07-31,1
14,SW,BLUE,3,F,202014BLUESW3F,2020,2020-07-31,1
14,SW,BLUE,3,H,202014BLUESW3H,2020,2020-07-31,1
14,SW,BLUE,4,D,202014BLUESW4D,2020,2020-07-31,1
14,SW,BLUE,4,H,202014BLUESW4H,2020,2020-07-31,1
14,SW,BLUE,5,G,202014BLUESW5G,2020,2020-07-31,1
14,SW,BLACK,1,A,202014BLACKSW1A,2020,2020-07-31,1
14,SW,BLACK,1,F,202014BLACKSW1F,2020,2020-07-31,1
14,SW,BLACK,1,G,202014BLACKSW1G,2020,2020-07-31,1
14,SW,BLACK,1,H,202014BLACKSW1H,2020,2020-07-31,1
14,SW,BLACK,2,D,202014BLACKSW2D,2020,2020-07-31,1
14,SW,BLACK,2,E,202014BLACKSW2E,2020,2020-07-31,1
14,SW,BLACK,2,F,202014BLACKSW2F,2020,2020-07-31,1
14,SW,BLACK,2,G,202014BLACKSW2G,2020,2020-07-31,1
15,NE,BLUE,1,H,202015BLUENE1H,2020,2020-07-31,1
15,NE,BLUE,4,H,202015BLUENE4H,2020,2020-07-31,1
15,NE,BLACK,2,C,202015BLACKNE2C,2020,2020-07-31,1
15,NE,BLACK,2,D,202015BLACKNE2D,2020,2020-07-31,1
15,NE,BLACK,2,F,202015BLACKNE2F,2020,2020-07-31,1
15,NE,BLACK,2,J,202015BLACKNE2J,2020,2020-07-31,1
15,NE,BLACK,3,D,202015BLACKNE3D,2020,2020-07-31,1
15,SW,BLUE,2,D,202015BLUESW2D,2020,2020-07-31,1
15,SW,BLUE,2,E,202015BLUESW2E,2020,2020-07-31,1
15,SW,BLUE,2,F,202015BLUESW2F,2020,2020-07-31,1
15,SW,BLUE,5,E,202015BLUESW5E,2020,2020-07-31,1
15,SW,BLUE,5,F,202015BLUESW5F,2020,2020-07-31,1
15,SW,BLACK,1,A,202015BLACKSW1A,2020,2020-07-31,1
15,SW,BLACK,1,B,202015BLACKSW1B,2020,2020-07-31,1
15,SW,BLACK,1,E,202015BLACKSW1E,2020,2020-07-31,1
15,SW,BLACK,1,J,202015BLACKSW1J,2020,2020-07-31,1
15,SW,BLACK,2,B,202015BLACKSW2B,2020,2020-07-31,1
15,SW,BLACK,2,J,202015BLACKSW2J,2020,2020-07-31,1
15,SW,BLACK,3,B,202015BLACKSW3B,2020,2020-07-31,1
15,SW,BLACK,3,D,202015BLACKSW3D,2020,2020-07-31,1
16,NE,BLACK,1,C,202016BLACKNE1C,2020,2020-07-31,1
16,NE,BLACK,1,F,202016BLACKNE1F,2020,2020-07-31,1
16,NE,BLACK,1,I,202016BLACKNE1I,2020,2020-07-31,1
16,NE,BLACK,2,A,202016BLACKNE2A,2020,2020-07-31,1
16,NE,BLACK,2,C,202016BLACKNE2C,2020,2020-07-31,1
16,NE,BLACK,2,E,202016BLACKNE2E,2020,2020-07-31,1
16,NE,BLACK,2,F,202016BLACKNE2F,2020,2020-07-31,1
16,NE,BLACK,3,C,202016BLACKNE3C,2020,2020-07-31,1
16,NE,BLUE,5,D,202016BLUENE5D,2020,2020-07-31,1
16,NE,BLUE,5,G,202016BLUENE5G,2020,2020-07-31,1
16,NE,BLUE,5,H,202016BLUENE5H,2020,2020-07-31,1
16,SW,BLUE,2,H,202016BLUESW2H,2020,2020-07-31,1
16,SW,BLUE,3,B,202016BLUESW3B,2020,2020-07-31,1
16,SW,BLUE,3,C,202016BLUESW3C,2020,2020-07-31,1
16,SW,BLUE,3,D,202016BLUESW3D,2020,2020-07-31,1
16,SW,BLUE,4,E,202016BLUESW4E,2020,2020-07-31,1
16,SW,BLUE,4,F,202016BLUESW4F,2020,2020-07-31,1
16,SW,BLUE,4,H,202016BLUESW4H,2020,2020-07-31,1
16,SW,BLUE,5,E,202016BLUESW5E,2020,2020-07-31,1
16,SW,BLUE,5,G,202016BLUESW5G,2020,2020-07-31,1
16,SW,BLUE,5,I,202016BLUESW5I,2020,2020-07-31,1
16,SW,BLACK,1,C,202016BLACKSW1C,2020,2020-07-31,1
16,SW,BLACK,2,E,202016BLACKSW2E,2020,2020-07-31,1
16,SW,BLACK,2,F,202016BLACKSW2F,2020,2020-07-31,1
16,SW,BLACK,2,G,202016BLACKSW2G,2020,2020-07-31,1
16,SW,BLACK,3,B,202016BLACKSW3B,2020,2020-07-31,1
16,SW,BLACK,3,D,202016BLACKSW3D,2020,2020-07-31,1
17,NE,BLACK,1,C,202017BLACKNE1C,2020,2020-07-31,1
17,NE,BLACK,1,D,202017BLACKNE1D,2020,2020-07-31,1
17,NE,BLACK,1,H,202017BLACKNE1H,2020,2020-07-31,1
17,NE,BLACK,2,E,202017BLACKNE2E,2020,2020-07-31,1
17,NE,BLACK,2,F,202017BLACKNE2F,2020,2020-07-31,1
17,NE,BLACK,3,D,202017BLACKNE3D,2020,2020-07-31,1
17,NE,BLUE,3,E,202017BLUENE3E,2020,2020-07-31,1
17,NE,BLUE,4,D,202017BLUENE4D,2020,2020-07-31,1
17,NE,BLUE,4,J,202017BLUENE4J,2020,2020-07-31,1
17,NE,BLUE,5,I,202017BLUENE5I,2020,2020-07-31,1
17,SW,BLACK,2,F,202017BLACKSW2F,2020,2020-07-31,1
17,SW,BLACK,3,D,202017BLACKSW3D,2020,2020-07-31,1
17,SW,BLUE,1,F,202017BLUESW1F,2020,2020-07-31,1
17,SW,BLUE,3,B,202017BLUESW3B,2020,2020-07-31,1
17,SW,BLUE,3,F,202017BLUESW3F,2020,2020-07-31,1
17,SW,BLUE,4,G,202017BLUESW4G,2020,2020-07-31,1
17,SW,BLUE,5,D,202017BLUESW5D,2020,2020-07-31,1
17,SW,BLUE,5,E,202017BLUESW5E,2020,2020-07-31,1
17,SW,BLUE,5,H,202017BLUESW5H,2020,2020-07-31,1
18,NE,BLUE,4,H,202018BLUENE4H,2020,2020-07-31,1
18,NE,BLUE,5,A,202018BLUENE5A,2020,2020-07-31,1
18,NE,BLUE,5,B,202018BLUENE5B,2020,2020-07-31,1
18,NE,BLUE,5,D,202018BLUENE5D,2020,2020-07-31,1
18,NE,BLUE,5,F,202018BLUENE5F,2020,2020-07-31,1
18,NE,BLACK,1,A,202018BLACKNE1A,2020,2020-07-31,1
18,NE,BLACK,1,C,202018BLACKNE1C,2020,2020-07-31,1
18,NE,BLACK,2,I,202018BLACKNE2I,2020,2020-07-31,1
18,NE,BLACK,3,C,202018BLACKNE3C,2020,2020-07-31,1
18,SW,BLACK,1,A,202018BLACKSW1A,2020,2020-07-31,1
18,SW,BLACK,1,D,202018BLACKSW1D,2020,2020-07-31,1
18,SW,BLACK,1,I,202018BLACKSW1I,2020,2020-07-31,1
18,SW,BLACK,1,J,202018BLACKSW1J,2020,2020-07-31,1
18,SW,BLACK,2,A,202018BLACKSW2A,2020,2020-07-31,1
18,SW,BLACK,2,D,202018BLACKSW2D,2020,2020-07-31,1
18,SW,BLACK,2,E,202018BLACKSW2E,2020,2020-07-31,1
18,SW,BLACK,3,D,202018BLACKSW3D,2020,2020-07-31,1
