site,block,plot,quad,treatment,year,season,collection_date,mean_trt,var_trt,species,obs,cover,height,count,field_comments,qaqc_comments,field_sheet_name,collector,quadID
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,CRCR3,2,0.05,5,3,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,BOER4,4,0.25,NA,2,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,BOER4,5,2.5,NA,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,BOER4,3,2,NA,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,CRCR3,1,0.1,5,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,2,AA,2019,3,2019-09-17,NA,NA,BOER4,4,1.5,NA,1,NA,NA,npp_meanvar.09.17.19.lebg.csv,LEB,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,MAPIP,2,0.25,13,4,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,1,AA,2019,3,2019-09-17,NA,NA,BOER4,3,5,NA,1,NA,NA,npp_meanvar.09.17.19.lebg.csv,LEB,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,MAPIP,4,0.05,2,9,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,OECA10,1,0.05,3,2,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,PLPA2,1,0.1,5,154,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,CRCR3,2,0.05,3,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,PLPA2,1,0.1,5,89,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,3,2019-09-17,NA,NA,BOER4,4,2,NA,1,NA,NA,npp_meanvar.09.17.19.lebg.csv,LEB,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,3,2019-09-17,NA,NA,BOER4,5,0.25,NA,1,NA,NA,npp_meanvar.09.17.19.lebg.csv,LEB,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,BOER4,2,0.1,NA,6,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,BOER4,3,0.5,NA,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,DEPI,1,0.1,25,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,ASFE2,2,0.1,3,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,3,2019-09-17,NA,NA,BOER4,1,4,NA,1,NA,NA,npp_meanvar.09.17.19.lebg.csv,LEB,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,ASFE2,1,0.05,2,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,1,AA,2019,2,2019-05-09,NA,NA,PLPA2,2,0.1,8,72,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,1,2,AA,2019,2,2019-05-09,NA,NA,MAPIP,1,1,8,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-1-2-NA-NA-AA
meanvar_black,1,1,1,AA,2019,3,2019-09-17,NA,NA,BOER4,2,0.5,NA,2,NA,NA,npp_meanvar.09.17.19.lebg.csv,LEB,meanvar_black-NA-1-1-NA-NA-AA
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,PLPA2,1,0.05,3,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,CHER2,2,0.5,9,9,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,CHER2,3,0.1,7,14,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,BOER4,3,1,NA,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,CHER2,4,0.75,7,2,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,CHLA10,1,0.1,5,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,CHER2,1,0.1,8,4,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,SATR12,2,0.1,4,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,PLPA2,2,0.1,6,2,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHER2,2,0.25,11,29,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,SATR12,1,0.05,7,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,BOER4,2,2,NA,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,BOER4,1,5,NA,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,BOER4,4,0.5,NA,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHER2,3,0.1,6,10,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,CHER2,3,0.25,7,4,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,CHER2,4,1,7,2,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,ERAB2,1,0.05,4,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,CHER2,5,0.1,9,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,BOER4,1,4.5,NA,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,BOER4,2,0.25,NA,6,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,BOER4,1,3,NA,2,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,BOER4,3,0.25,NA,7,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,CHER2,2,0.25,9,15,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,BOER4,4,0.25,NA,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHER2,4,0.05,4,6,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,1,0.25,1,6,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,4,0.5,1,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,BOER4,1,2.5,NA,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,CHER2,1,0.25,8,15,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,CHER2,2,0.5,7,11,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,2,AE,2019,3,2019-09-17,NA,NA,SATR12,1,0.1,10,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,CHER2,1,1,9,3,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,2,AE,2019,2,2019-05-09,NA,NA,BOER4,2,1,NA,7,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-2-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHER2,1,1,11,6,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,LEFE,1,0.1,3,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,2,0.1,1,3,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,3,0.05,1,3,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,BOER4,3,0.75,NA,1,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,CHER2,3,1,8,3,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,SATR12,1,0.1,3,2,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,3,2019-09-17,NA,NA,BOER4,2,0.5,NA,2,NA,NA,npp_meanvar.09.17.19.slcg.csv,SLC,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,2,1,AE,2019,2,2019-05-09,NA,NA,LEFE,2,0.05,2,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-2-1-NA-NA-AE
meanvar_black,1,3,2,AE,2019,3,2019-09-17,NA,NA,CHER2,7,0.75,13,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,1,AE,2019,3,2019-09-17,NA,NA,CHER2,1,0.5,9,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,2,AE,2019,3,2019-09-17,NA,NA,CHER2,6,0.1,11,2,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,GUSA2,1,7.5,23,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,3,2019-09-17,NA,NA,GUSA2,1,10,30,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,LEFE,3,1.5,12,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,2,AE,2019,2,2019-05-09,NA,NA,BOER4,2,0.5,NA,5,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,2,AE,2019,3,2019-09-17,NA,NA,BOER4,1,2,NA,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,LEFE,2,2.5,12,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,2,AE,2019,2,2019-05-09,NA,NA,SPORO,1,0.25,NA,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,2,0.5,7,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,LEFE,1,1,12,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,4,0.25,5,2,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,2,AE,2019,3,2019-09-17,NA,NA,CHER2,5,3,11,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,1,AE,2019,2,2019-05-09,NA,NA,CHLA10,6,0.5,3,3,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,3,2019-09-17,NA,NA,CHLA10,2,0.1,NA,2,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,3,2019-09-17,NA,NA,LEFE,1,1,10,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,1,AE,2019,3,2019-09-17,NA,NA,SATR12,1,0.05,6,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-1-NA-NA-AE
meanvar_black,1,3,2,AE,2019,3,2019-09-17,NA,NA,CHER2,9,0.05,12,1,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,2,AE,2019,3,2019-09-17,NA,NA,BOER4,2,1,NA,3,NA,NA,npp_meanvar.09.17.19.jcjg.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,2,AE,2019,2,2019-05-09,NA,NA,CHER2,1,0.25,11,13,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,2,AE,2019,2,2019-05-09,NA,NA,CHER2,2,0.5,10,6,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,2,AE,2019,2,2019-05-09,NA,NA,CHER2,3,2,11,1,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
meanvar_black,1,3,2,AE,2019,2,2019-05-09,NA,NA,CHER2,4,1.5,11,5,NA,NA,npp_meanvar_g.05.09.19.jcj.csv,JCJ,meanvar_black-NA-3-2-NA-NA-AE
